record_id,district,latitude,longitude,elevation_m,slope_deg,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,soil_moisture_index,soil_type,geology,land_cover,ndvi,road_distance_km,river_distance_km,road_cutting,deforestation_index,landslide_occurrence,risk_score,risk_level
54706,Kamrup,26.03481,95.284889,238.52,39.43,43.9,107.14,327.42,0.479,colluvial,weathered_mixed_rock,forest,0.691,0.804,2.129,1,0.128,1,74.23,High
54707,Kamrup,27.102059,94.055939,178.22,10.02,113.69,244.87,624.17,0.352,sandy_loam,alluvium,forest,0.806,5.338,0.638,0,0.128,1,46.53,Moderate
54708,Dima Hasao,27.905047,94.104003,925.12,13.39,103.71,231.42,851.56,0.314,colluvial,sandstone,forest,0.613,2.907,0.114,1,0.557,1,58.61,High
54709,Nalbari,27.335135,90.119847,50.1,1.07,15.37,95.37,326.76,0.277,weathered_rock,gneiss,shrubland,0.505,1.75,0.065,0,0.592,0,18.74,Low
54710,Dima Hasao,26.258348,93.239788,687.63,19.7,53.41,201.58,562.19,0.359,weathered_rock,shale,forest,0.457,1.315,2.414,1,0.695,1,62.52,High
54711,Lakhimpur,25.132292,90.000951,48.27,3.71,75.74,164.81,448.28,0.468,alluvial,sandstone,shrubland,0.616,7.202,2.755,0,0.208,0,28.68,Moderate
54712,Dima Hasao,27.606702,90.514164,290.99,1.48,32.17,135.79,546.5,0.418,sandy_loam,shale,built_up,0.441,0.522,0.919,1,0.631,1,39.31,Moderate
54713,Hailakandi,27.569656,95.241365,343.43,5.78,157.54,370.67,804.58,0.388,clayey,granite,cropland,0.639,1.748,0.347,0,0.193,1,56.51,High
54714,Chirang,24.952757,91.15857,96.72,2.62,78.82,292.86,626.51,0.319,clayey,weathered_mixed_rock,shrubland,0.637,0.887,0.905,0,0.121,0,37.24,Moderate
54715,Sivasagar,26.952282,95.628308,16.2,0.99,52.1,200.05,651.97,0.282,clayey,weathered_mixed_rock,cropland,0.516,1.373,2.44,0,0.699,1,27.43,Moderate
54716,Cachar,26.3857,93.703542,350.65,10.18,63.13,223.7,566.66,0.441,weathered_rock,alluvium,forest,0.561,3.708,2.085,0,0.688,0,48.16,Moderate
54717,Kamrup Metropolitan,24.940284,94.561973,320.63,17.65,112.89,194.18,346.46,0.398,colluvial,gneiss,forest,0.744,0.205,0.467,0,0.247,1,58.98,High
54718,Karbi Anglong,25.253416,95.982671,249.9,17.27,17.45,75.82,258.06,0.28,lateritic,sandstone,grassland,0.559,12.993,1.514,0,0.434,1,37.56,Moderate
54719,Karimganj,27.133053,93.426622,131.77,13.17,24.35,105.66,608.64,0.242,clayey,gneiss,shrubland,0.721,0.269,1.827,0,0.198,0,36.34,Moderate
54720,Dhemaji,28.085683,95.192256,100.2,1.8,37.67,186.79,457.15,0.227,weathered_rock,alluvium,cropland,0.643,0.509,3.312,0,0.35,0,23.63,Low
54721,Cachar,26.789127,90.033574,139.09,16.2,94.94,212.59,476.5,0.421,sandy_loam,gneiss,cropland,0.348,0.022,0.819,1,0.844,1,63.24,High
54722,Cachar,28.187344,92.5681,304.86,7.14,67.68,182.91,731.97,0.347,alluvial,alluvium,forest,0.704,0.588,0.389,1,0.246,1,46.53,Moderate
54723,West Karbi Anglong,26.34588,92.79046,162.44,21.86,55.68,245.36,824.95,0.345,alluvial,shale,shrubland,0.526,0.549,2.385,0,0.466,1,61.87,High
54724,Jorhat,27.674955,92.326686,38.94,5.21,9.91,64.23,196.06,0.301,alluvial,alluvium,built_up,0.632,0.81,0.074,0,0.417,1,20.67,Low
54725,Hailakandi,28.189034,90.292729,665.01,19.36,89.41,408.06,870.12,0.595,weathered_rock,gneiss,cropland,0.518,0.074,1.477,0,0.28,1,74.74,High
54726,Cachar,24.125437,92.87155,938.28,18.43,76.83,171.23,603.5,0.485,lateritic,shale,forest,0.716,0.679,0.948,1,0.319,1,62.2,High
54727,Chirang,24.182508,91.04059,10.8,8.98,52.04,113.8,426.08,0.339,clayey,granite,forest,0.363,2.117,0.918,0,0.556,1,31.55,Moderate
54728,Karbi Anglong,25.081163,94.529993,336.46,16.5,37.97,190.09,501.59,0.376,alluvial,alluvium,cropland,0.499,1.562,0.268,0,0.663,1,52.06,High
54729,West Karbi Anglong,25.21511,89.813061,742.78,7.4,126.59,424.12,906.64,0.303,clayey,gneiss,cropland,0.458,1.292,3.331,1,0.34,1,62.96,High
54730,Cachar,26.39179,92.564437,411.1,29.2,75.87,176.11,550.7,0.35,clayey,weathered_mixed_rock,built_up,0.731,0.241,0.04,1,0.16,1,69.59,High
54731,West Karbi Anglong,26.15039,93.448745,279.5,5.36,115.41,452.12,1200.0,0.487,weathered_rock,alluvium,forest,0.747,3.283,0.866,0,0.133,1,59.62,High
54732,Darrang,27.591233,93.496831,21.26,3.31,18.93,132.04,517.86,0.232,colluvial,gneiss,cropland,0.696,3.084,0.996,0,0.259,0,19.33,Low
54733,Udalguri,26.377248,92.809767,258.69,8.25,70.94,162.35,477.37,0.413,clayey,sandstone,grassland,0.649,1.628,1.427,0,0.132,0,39.34,Moderate
54734,Dima Hasao,25.186621,95.684706,416.02,13.64,114.19,375.86,1153.4,0.414,alluvial,alluvium,forest,0.456,8.379,4.825,0,0.47,1,61.58,High
54735,Karbi Anglong,24.943801,92.563186,339.23,16.64,34.33,77.9,471.84,0.459,weathered_rock,alluvium,cropland,0.438,3.784,1.327,0,0.256,1,43.46,Moderate
54736,Karbi Anglong,25.253487,95.823837,1041.16,40.35,96.22,351.3,681.75,0.421,colluvial,alluvium,forest,0.656,3.757,0.191,0,0.208,1,84.07,Very High
54737,Dima Hasao,24.605717,94.246202,74.36,21.91,45.29,229.53,741.98,0.337,alluvial,weathered_mixed_rock,cropland,0.49,1.398,1.786,0,0.562,0,60.13,High
54738,Dima Hasao,26.609499,94.59601,179.68,8.98,43.69,104.8,428.21,0.372,lateritic,weathered_mixed_rock,bare_land,0.581,1.582,5.706,1,0.257,0,42.56,Moderate
54739,West Karbi Anglong,25.039126,93.983016,309.32,16.95,112.44,368.04,1200.0,0.446,sandy_loam,sandstone,forest,0.446,1.419,1.986,0,0.457,1,67.14,High
54740,Cachar,27.723733,95.345777,111.66,11.16,42.92,131.63,368.98,0.238,weathered_rock,alluvium,cropland,0.757,1.924,0.658,1,0.179,0,43.09,Moderate
54741,Jorhat,28.149854,95.567377,37.0,2.91,80.02,304.38,526.01,0.309,alluvial,alluvium,shrubland,0.745,1.42,3.004,0,0.18,0,34.03,Moderate
54742,Karbi Anglong,25.675921,90.299066,1800.0,48.0,101.2,172.54,713.65,0.366,clayey,shale,forest,0.675,4.976,2.867,0,0.179,1,78.73,Very High
54743,Biswanath,27.998848,94.983496,56.59,5.44,35.71,168.85,485.01,0.288,clayey,gneiss,shrubland,0.593,2.551,2.729,0,0.416,0,26.56,Moderate
54744,Dima Hasao,27.739232,94.00641,528.4,23.14,64.51,259.75,630.09,0.385,colluvial,sandstone,forest,0.446,4.051,7.491,0,0.225,1,62.63,High
54745,Sonitpur,26.22254,93.09327,536.03,15.77,76.76,192.66,336.24,0.409,clayey,granite,forest,0.652,0.367,0.172,0,0.303,1,55.39,High
54746,Jorhat,24.780689,93.409375,110.27,0.47,186.83,550.04,1031.18,0.421,weathered_rock,sandstone,cropland,0.676,2.905,1.272,0,0.287,1,58.59,High
54747,Udalguri,26.503562,92.712319,226.48,4.8,64.09,230.98,795.8,0.395,sandy_loam,weathered_mixed_rock,grassland,0.313,2.797,0.07,0,0.78,1,43.62,Moderate
54748,Karbi Anglong,27.32691,90.797426,215.72,22.07,86.22,182.81,616.97,0.335,alluvial,sandstone,built_up,0.536,10.665,0.08,0,0.368,0,58.08,High
54749,Cachar,24.535187,92.788877,295.12,13.75,45.13,120.89,331.93,0.325,alluvial,sandstone,cropland,0.61,0.418,0.257,0,0.341,1,43.33,Moderate
54750,Golaghat,28.024129,89.950633,186.05,8.77,76.62,322.26,909.35,0.35,lateritic,alluvium,cropland,0.668,4.237,0.685,0,0.334,0,45.84,Moderate
54751,Hailakandi,27.259373,90.389124,90.57,18.84,140.54,308.51,597.79,0.421,clayey,alluvium,cropland,0.67,2.245,4.199,1,0.18,1,68.44,High
54752,West Karbi Anglong,27.580342,90.929054,596.58,22.34,174.06,293.65,504.78,0.561,colluvial,gneiss,shrubland,0.762,0.881,3.388,0,0.249,1,71.81,High
54753,Dhubri,26.442307,93.651629,92.95,5.54,91.3,204.03,510.76,0.168,alluvial,sandstone,cropland,0.576,2.395,8.906,0,0.344,1,27.89,Moderate
54754,Sonitpur,25.048,89.763685,78.63,26.2,76.25,243.08,820.7,0.474,lateritic,alluvium,bare_land,0.297,3.706,1.008,0,0.671,0,68.83,High
54755,Golaghat,24.130047,92.477011,22.31,5.45,83.96,214.62,780.09,0.31,sandy_loam,shale,forest,0.626,3.086,0.469,0,0.244,0,33.54,Moderate
54756,Dima Hasao,26.008669,95.789362,972.34,28.04,58.12,184.08,639.91,0.33,clayey,gneiss,built_up,0.437,0.378,2.891,0,0.246,1,64.31,High
54757,Cachar,24.344873,91.916436,270.48,6.02,38.41,166.38,362.67,0.467,weathered_rock,alluvium,bare_land,0.649,1.714,0.374,1,0.124,1,45.48,Moderate
54758,Goalpara,24.790766,95.274565,511.63,24.08,22.6,90.1,271.7,0.301,colluvial,shale,forest,0.463,5.642,3.646,0,0.453,0,49.83,Moderate
54759,Darrang,26.0313,92.65144,38.89,7.53,7.77,177.22,587.98,0.408,colluvial,weathered_mixed_rock,grassland,0.639,2.996,0.967,0,0.403,0,33.29,Moderate
54760,Karbi Anglong,26.231563,90.210709,589.1,39.53,94.11,469.07,1200.0,0.517,lateritic,gneiss,forest,0.609,2.799,0.944,0,0.419,1,89.85,Very High
54761,Goalpara,26.17866,94.874574,229.89,36.63,39.59,163.5,435.93,0.211,lateritic,granite,forest,0.519,5.254,2.11,0,0.429,0,66.64,High
54762,Lakhimpur,26.255204,91.800056,63.15,5.7,18.59,59.79,202.65,0.269,lateritic,shale,forest,0.706,9.11,0.398,0,0.431,1,19.09,Low
54763,Cachar,25.267598,94.476729,827.47,8.08,114.25,250.81,816.52,0.443,sandy_loam,alluvium,cropland,0.709,0.36,0.494,0,0.274,1,51.69,High
54764,Lakhimpur,26.668348,93.897906,22.51,6.01,89.06,356.18,1200.0,0.421,weathered_rock,weathered_mixed_rock,forest,0.655,0.661,1.718,0,0.269,1,51.17,High
54765,Hailakandi,25.548185,90.647901,830.04,27.57,39.19,177.78,417.1,0.33,clayey,sandstone,forest,0.525,7.666,1.704,0,0.412,1,60.7,High
54766,Goalpara,26.05622,95.681934,702.8,22.66,20.5,112.2,239.74,0.189,alluvial,gneiss,forest,0.706,1.396,0.86,1,0.079,1,52.03,High
54767,Karbi Anglong,25.319097,91.715848,269.4,34.87,86.83,285.25,1028.19,0.472,weathered_rock,sandstone,forest,0.618,0.167,1.282,0,0.232,1,78.46,Very High
54768,Sonitpur,24.531191,92.156417,91.12,14.74,89.47,398.17,714.42,0.489,colluvial,alluvium,forest,0.361,0.267,1.737,0,0.641,1,68.66,High
54769,Karbi Anglong,24.578997,92.258198,753.25,28.16,17.75,85.95,367.12,0.357,colluvial,alluvium,forest,0.585,2.936,8.674,0,0.235,1,54.18,High
54770,Nagaon,27.399138,93.746233,42.17,5.98,12.73,100.59,328.64,0.188,alluvial,weathered_mixed_rock,shrubland,0.645,4.251,0.905,0,0.272,0,18.55,Low
54771,Kamrup Metropolitan,26.655943,94.392168,237.31,15.17,95.0,385.59,1200.0,0.381,colluvial,shale,grassland,0.515,2.678,1.928,0,0.545,1,65.24,High
54772,Kamrup Metropolitan,24.087714,94.672594,581.61,16.02,38.43,101.74,306.31,0.336,clayey,weathered_mixed_rock,shrubland,0.524,0.948,1.182,0,0.296,1,44.4,Moderate
54773,Kokrajhar,27.54319,89.763668,69.35,4.01,107.41,260.18,1017.63,0.379,clayey,shale,shrubland,0.502,0.324,1.864,0,0.52,0,43.4,Moderate
54774,Karbi Anglong,24.006416,93.202891,362.95,34.46,72.79,273.87,681.4,0.473,sandy_loam,weathered_mixed_rock,cropland,0.525,0.42,3.083,0,0.33,0,77.33,Very High
54775,Kamrup,24.587496,94.189721,215.03,9.98,37.78,259.82,477.76,0.499,clayey,alluvium,built_up,0.656,0.247,0.41,1,0.285,0,58.61,High
54776,Cachar,24.361598,91.744591,822.99,26.84,26.31,194.9,446.92,0.339,weathered_rock,alluvium,cropland,0.69,1.092,0.466,1,0.223,1,66.56,High
54777,Karimganj,25.600525,93.27867,644.09,14.54,45.56,133.48,379.94,0.445,alluvial,gneiss,cropland,0.607,0.131,1.432,0,0.538,0,49.11,Moderate
54778,Jorhat,24.689811,92.966911,87.72,7.84,55.71,197.36,489.62,0.404,clayey,alluvium,forest,0.601,6.17,0.051,0,0.372,0,37.0,Moderate
54779,Dibrugarh,25.264642,91.453178,68.43,2.99,121.77,432.68,1100.23,0.473,alluvial,gneiss,shrubland,0.741,0.678,3.588,0,0.292,1,53.42,High
54780,Karbi Anglong,24.805164,90.038987,207.87,20.49,62.54,155.37,330.56,0.416,alluvial,shale,forest,0.435,6.509,2.945,0,0.621,0,54.76,High
54781,West Karbi Anglong,27.44436,93.871701,788.15,4.61,30.57,179.91,527.91,0.338,clayey,alluvium,forest,0.406,0.814,1.83,1,0.426,1,40.64,Moderate
54782,Dima Hasao,24.553717,91.089054,175.2,19.15,26.67,94.1,310.66,0.48,clayey,alluvium,forest,0.768,7.548,2.584,0,0.322,1,46.66,Moderate
54783,Sonitpur,24.40851,92.575724,154.6,14.95,39.31,100.9,387.4,0.31,weathered_rock,alluvium,grassland,0.582,0.021,0.397,1,0.276,0,50.95,High
54784,Cachar,25.110238,92.50949,570.98,14.05,155.69,555.11,1200.0,0.48,colluvial,granite,forest,0.623,4.409,2.115,0,0.273,1,73.38,High
54785,West Karbi Anglong,25.457903,95.530661,484.21,8.5,65.65,255.91,628.21,0.366,colluvial,shale,cropland,0.829,0.664,0.72,1,0.124,1,54.49,High
54786,Sonitpur,25.564715,94.024774,319.57,10.97,193.48,513.3,987.78,0.5,sandy_loam,weathered_mixed_rock,shrubland,0.571,0.23,0.39,0,0.28,1,73.37,High
54787,Nagaon,24.125474,91.033087,22.16,6.18,15.6,75.87,334.86,0.302,alluvial,alluvium,forest,0.489,2.409,3.506,0,0.453,0,19.3,Low
54788,Karbi Anglong,25.701422,91.864057,299.89,14.98,56.46,242.18,856.9,0.406,clayey,alluvium,forest,0.695,0.02,2.46,0,0.184,0,54.75,High
54789,Bongaigaon,25.137,90.080432,35.59,13.22,58.44,116.9,399.16,0.361,alluvial,shale,built_up,0.647,2.581,8.537,0,0.279,1,36.0,Moderate
54790,Dima Hasao,26.385943,92.984548,342.89,18.35,59.43,145.26,462.98,0.402,alluvial,granite,forest,0.662,1.32,4.498,1,0.241,1,56.18,High
54791,Dima Hasao,24.922113,94.295563,489.38,11.87,127.83,392.88,1079.12,0.512,sandy_loam,shale,cropland,0.69,5.875,4.327,0,0.152,1,63.77,High
54792,Hojai,27.267096,90.709325,74.61,3.77,98.46,352.75,1200.0,0.492,colluvial,shale,grassland,0.678,1.366,0.867,0,0.16,1,49.22,Moderate
54793,Goalpara,27.119048,92.780221,308.59,10.49,53.15,224.37,414.54,0.432,alluvial,weathered_mixed_rock,cropland,0.761,4.394,0.597,0,0.262,0,46.4,Moderate
54794,Karimganj,24.364272,93.177944,147.49,22.4,51.32,173.63,579.48,0.415,clayey,sandstone,grassland,0.627,1.665,5.305,1,0.257,1,62.53,High
54795,Goalpara,25.156263,95.987069,447.49,17.68,57.41,112.08,313.22,0.335,lateritic,granite,cropland,0.611,0.243,0.72,0,0.341,1,49.22,Moderate
54796,Bongaigaon,25.686216,93.039617,83.25,2.16,13.0,36.65,241.13,0.234,clayey,sandstone,forest,0.654,5.394,0.384,0,0.166,0,11.69,Low
54797,West Karbi Anglong,24.817019,92.232643,370.16,27.42,58.02,162.56,336.25,0.422,alluvial,weathered_mixed_rock,forest,0.484,4.356,0.263,0,0.551,1,64.13,High
54798,Udalguri,25.829631,90.394297,465.41,5.73,34.32,173.61,658.01,0.408,clayey,alluvium,forest,0.626,5.899,0.597,0,0.227,0,32.88,Moderate
54799,South Salmara-Mankachar,27.322198,90.360992,64.88,7.5,43.67,148.82,572.08,0.288,lateritic,weathered_mixed_rock,cropland,0.719,3.304,2.417,0,0.256,0,27.97,Moderate
54800,Cachar,24.052463,91.041292,351.77,33.08,84.58,259.98,806.32,0.317,sandy_loam,sandstone,built_up,0.857,1.409,0.864,0,0.144,1,72.59,High
54801,Dima Hasao,24.288004,94.042615,509.94,5.62,111.36,264.92,719.81,0.304,alluvial,alluvium,grassland,0.71,3.358,1.176,0,0.434,1,41.79,Moderate
54802,Dima Hasao,27.544654,90.261529,380.53,21.51,75.49,245.67,876.94,0.5,sandy_loam,alluvium,forest,0.668,0.082,0.988,1,0.261,1,68.5,High
54803,Morigaon,26.575463,91.976633,32.1,2.51,83.81,150.64,551.45,0.293,colluvial,gneiss,grassland,0.633,1.708,1.231,0,0.405,1,26.19,Moderate
54804,Goalpara,25.150447,92.803296,616.79,33.5,177.04,650.0,1200.0,0.603,lateritic,sandstone,cropland,0.519,2.559,0.075,1,0.371,1,89.44,Very High
54805,Kamrup,28.24851,92.528465,575.96,17.18,207.35,543.86,1200.0,0.558,weathered_rock,alluvium,cropland,0.446,0.241,0.02,0,0.64,1,79.08,Very High
54806,Golaghat,26.380905,93.566509,38.13,2.07,41.37,179.73,494.51,0.436,alluvial,alluvium,forest,0.659,2.511,0.326,0,0.275,0,26.49,Moderate
54807,Golaghat,27.091081,92.276332,116.25,3.04,84.37,157.86,543.53,0.391,colluvial,weathered_mixed_rock,forest,0.612,0.363,3.745,0,0.461,1,33.04,Moderate
54808,Goalpara,27.843714,92.547279,544.43,2.89,145.75,320.06,597.53,0.43,sandy_loam,alluvium,forest,0.587,9.361,0.97,0,0.341,1,47.33,Moderate
54809,Morigaon,25.626098,92.304992,122.96,3.44,73.18,197.55,676.08,0.28,weathered_rock,weathered_mixed_rock,forest,0.358,1.52,5.854,0,0.602,1,31.23,Moderate
54810,Goalpara,24.329329,93.819741,144.5,16.73,127.5,359.33,976.76,0.363,weathered_rock,sandstone,cropland,0.702,6.53,0.02,0,0.306,0,65.98,High
54811,Biswanath,28.245889,92.508674,72.7,5.13,108.0,359.21,1183.94,0.457,colluvial,shale,bare_land,0.644,6.336,0.905,0,0.172,0,49.8,Moderate
54812,Dima Hasao,25.240021,91.746262,534.68,25.51,79.04,186.34,593.42,0.329,weathered_rock,alluvium,forest,0.514,2.151,1.309,1,0.263,1,65.32,High
54813,Karbi Anglong,26.866594,91.157814,885.05,31.92,61.3,160.27,429.71,0.296,clayey,shale,grassland,0.626,0.988,2.01,1,0.082,1,68.64,High
54814,Hojai,24.494043,94.945735,57.46,6.05,39.86,89.85,353.1,0.237,lateritic,alluvium,shrubland,0.574,2.34,2.921,0,0.272,0,19.75,Low
54815,West Karbi Anglong,25.50688,92.677934,1234.07,28.22,77.93,274.23,854.19,0.469,clayey,alluvium,forest,0.718,0.796,5.973,0,0.198,1,71.52,High
54816,Cachar,25.185587,91.620837,91.43,31.42,23.89,165.84,523.24,0.347,sandy_loam,granite,grassland,0.679,0.999,0.143,1,0.406,1,69.21,High
54817,Sonitpur,28.142456,94.155232,523.49,19.12,25.97,85.93,266.83,0.482,weathered_rock,shale,forest,0.844,1.948,2.329,0,0.182,1,48.38,Moderate
54818,Darrang,24.438121,90.967988,29.76,7.14,8.39,63.56,184.45,0.242,lateritic,alluvium,bare_land,0.405,0.767,0.228,0,0.498,0,22.31,Low
54819,Dima Hasao,24.078949,95.096828,664.42,6.76,83.74,151.09,566.32,0.401,lateritic,sandstone,cropland,0.562,2.126,1.244,0,0.407,1,38.12,Moderate
54820,Sivasagar,26.56686,90.923229,28.13,1.37,18.19,138.18,473.48,0.329,sandy_loam,shale,bare_land,0.754,8.598,1.443,0,0.082,1,18.37,Low
54821,Udalguri,25.964581,93.142098,333.14,33.03,181.42,650.0,1200.0,0.46,sandy_loam,shale,shrubland,0.769,0.934,0.695,1,0.29,1,87.69,Very High
54822,Hojai,26.082051,95.416489,68.66,1.24,41.41,120.54,289.33,0.202,alluvial,alluvium,forest,0.703,1.66,0.699,0,0.186,0,15.71,Low
54823,Kamrup,25.830901,95.658455,368.76,21.56,131.36,475.12,1200.0,0.44,colluvial,shale,forest,0.586,0.427,0.343,0,0.415,1,78.26,Very High
54824,Hailakandi,24.110952,93.848288,353.77,11.8,64.29,233.33,606.24,0.427,clayey,alluvium,cropland,0.561,9.18,5.311,0,0.436,0,48.32,Moderate
54825,Cachar,25.075027,90.656509,757.48,26.07,73.12,287.37,516.69,0.414,clayey,shale,forest,0.597,1.633,2.416,1,0.397,1,72.42,High
54826,Dima Hasao,27.723467,93.316345,1337.51,19.45,26.96,189.02,389.56,0.291,colluvial,shale,forest,0.736,0.552,0.998,1,0.093,0,58.45,High
54827,Dima Hasao,27.123885,93.193407,377.83,18.33,104.31,216.93,467.09,0.364,weathered_rock,shale,bare_land,0.62,0.479,0.463,1,0.315,1,64.0,High
54828,Karbi Anglong,27.270582,92.654067,164.26,11.27,22.86,88.04,241.67,0.338,weathered_rock,sandstone,cropland,0.685,0.032,0.134,1,0.155,1,46.02,Moderate
54829,Dhubri,27.963501,92.59384,11.42,7.61,42.68,170.92,453.71,0.364,sandy_loam,shale,forest,0.696,0.441,0.16,0,0.168,0,35.32,Moderate
54830,Barpeta,25.546004,93.181239,96.0,5.33,21.04,76.91,315.38,0.17,clayey,weathered_mixed_rock,built_up,0.681,8.35,3.112,0,0.331,0,16.75,Low
54831,Goalpara,25.263259,94.001662,346.91,26.23,62.89,206.92,600.19,0.36,clayey,alluvium,bare_land,0.446,4.546,0.726,0,0.562,1,64.1,High
54832,Karbi Anglong,27.601027,90.327375,445.71,2.93,67.05,285.98,690.37,0.473,alluvial,gneiss,cropland,0.502,0.633,0.366,1,0.335,1,52.38,High
54833,Karbi Anglong,27.929327,95.030459,207.74,8.81,31.95,131.11,384.96,0.193,colluvial,sandstone,grassland,0.805,1.236,3.716,0,0.078,0,28.51,Moderate
54834,West Karbi Anglong,27.771998,94.972291,363.67,10.26,24.61,171.22,359.63,0.39,colluvial,gneiss,cropland,0.637,3.077,0.373,0,0.272,1,40.31,Moderate
54835,Kokrajhar,26.885355,89.973573,55.97,0.6,47.45,148.3,327.09,0.281,weathered_rock,gneiss,forest,0.444,8.415,0.276,0,0.645,0,21.96,Low
54836,Kamrup,24.307858,90.282627,275.28,9.51,64.86,237.28,635.48,0.47,weathered_rock,gneiss,cropland,0.442,2.232,2.608,1,0.312,0,55.12,High
54837,Golaghat,24.973824,90.119986,76.91,2.69,62.85,103.67,330.49,0.31,clayey,shale,cropland,0.488,0.455,1.228,0,0.291,0,24.08,Low
54838,Kamrup,27.996734,90.737293,339.13,33.94,68.96,206.9,627.93,0.409,alluvial,alluvium,bare_land,0.657,0.811,0.523,0,0.282,1,72.3,High
54839,Udalguri,26.976321,92.04272,300.21,5.59,115.7,423.59,885.29,0.393,lateritic,sandstone,forest,0.598,0.115,2.935,0,0.378,1,58.79,High
54840,Udalguri,25.985124,90.606652,204.26,18.45,75.34,241.19,429.98,0.402,lateritic,alluvium,grassland,0.665,0.444,0.255,0,0.12,1,59.77,High
54841,Dima Hasao,26.8707,93.048731,304.47,37.83,49.97,99.31,343.07,0.337,lateritic,sandstone,cropland,0.67,0.438,1.525,1,0.213,1,70.93,High
54842,Hailakandi,27.862615,95.129318,251.16,5.92,76.83,118.75,537.72,0.312,alluvial,weathered_mixed_rock,cropland,0.62,0.139,2.678,0,0.45,0,34.8,Moderate
54843,Morigaon,27.06436,90.777562,57.14,5.19,23.94,176.84,573.53,0.258,alluvial,granite,cropland,0.394,1.949,1.137,0,0.494,0,25.59,Moderate
54844,Goalpara,25.850537,91.856037,1184.61,22.22,27.91,113.01,481.1,0.251,colluvial,alluvium,grassland,0.564,1.151,1.042,1,0.225,1,55.15,High
54845,Hailakandi,28.143637,93.265994,421.24,28.94,30.22,73.03,253.42,0.278,weathered_rock,alluvium,forest,0.54,2.015,0.891,0,0.402,1,55.37,High
54846,Kamrup,27.047882,95.372663,248.85,22.37,310.01,548.14,1200.0,0.543,clayey,alluvium,forest,0.64,0.313,1.253,0,0.363,1,82.28,Very High
54847,Cachar,27.434958,95.197398,367.2,13.4,76.89,225.38,457.83,0.305,lateritic,sandstone,forest,0.79,3.663,1.367,0,0.316,1,47.36,Moderate
54848,Kamrup,24.671392,91.285481,612.58,15.01,46.51,186.14,564.05,0.343,colluvial,sandstone,shrubland,0.649,0.939,0.309,0,0.502,0,51.1,High
54849,Karbi Anglong,26.743767,91.483748,648.59,21.74,42.72,169.69,457.53,0.27,colluvial,sandstone,shrubland,0.452,2.465,1.091,0,0.352,1,53.15,High
54850,Karimganj,27.562522,92.764443,638.48,15.13,81.68,255.82,710.59,0.478,weathered_rock,weathered_mixed_rock,forest,0.513,1.234,1.537,0,0.547,0,60.27,High
54851,Dima Hasao,26.697826,93.067207,137.59,6.05,23.82,80.36,280.44,0.279,lateritic,weathered_mixed_rock,forest,0.784,0.652,3.531,0,0.22,1,25.1,Moderate
54852,Goalpara,24.351293,92.893353,390.91,26.93,89.56,252.08,759.34,0.439,clayey,shale,cropland,0.676,1.007,0.81,0,0.494,1,70.61,High
54853,Karbi Anglong,24.308483,93.509181,195.86,25.91,33.11,107.67,310.84,0.363,sandy_loam,shale,cropland,0.554,1.239,0.428,1,0.347,1,62.01,High
54854,Dima Hasao,25.48931,90.89732,314.27,13.17,102.2,179.44,385.55,0.299,alluvial,gneiss,cropland,0.481,3.17,0.732,0,0.298,0,45.73,Moderate
54855,Sonitpur,26.490851,94.590281,217.88,6.71,47.52,151.05,377.39,0.349,colluvial,granite,forest,0.539,0.158,4.095,0,0.118,1,34.85,Moderate
54856,Majuli,27.457754,92.041498,151.51,6.39,86.56,281.33,787.85,0.253,clayey,shale,shrubland,0.776,0.851,1.839,0,0.014,0,38.64,Moderate
54857,Dibrugarh,27.216413,95.49603,44.25,15.48,43.05,132.13,311.9,0.253,alluvial,weathered_mixed_rock,grassland,0.758,3.47,0.384,0,0.091,1,36.18,Moderate
54858,West Karbi Anglong,24.120691,93.359594,260.36,15.28,116.18,315.29,1042.76,0.501,clayey,gneiss,forest,0.646,0.97,2.288,1,0.156,1,67.16,High
54859,Goalpara,25.230508,89.751239,666.73,33.75,35.07,134.63,428.85,0.358,sandy_loam,shale,cropland,0.672,2.254,0.674,1,0.446,1,69.61,High
